,index,client_id,english,birth_last_year,apartment,nb_children,age,income,household_income,visit the store_last_year,premium_membership,credit_card,web_search,nb_web_search,membership_competitors,won_prize,required_financing,cash_transaction,nb_product_purchased,customer_since_when,volume_credit_card,prize_amount,volume_financing,volume_transaction,nb_electronics,interest_rate,GDP,education_cat,city_cat,job_title_cat,home_revenue_group,revenue_group,age_group
40,6372,00702532,1,0,0,0.0,45.0,31000,135000,0,0,0,1.0,45.0,0,0,0,1,1,13.090909090909092,0.0,0.0,0.0,2840.0,1,2.9170768811053516,-1.1720167577075593,high_school,San Francisco,retired,"[100k, 150k]",[60k and less],"[40, 50]"
41,382,00029210,0,1,0,1.0,35.0,23000,121000,0,0,0,1.0,33.0,0,0,0,1,1,11.636363636363637,0.0,0.0,0.0,2770.0,1,2.7143783016977077,1.393007906144644,doctorate_degree,Sacramento,professional,"[100k, 150k]",[60k and less],"[30, 40]"
42,22187,00985538,1,0,1,1.0,40.0,46000,101000,1,1,1,0.0,0.0,0,0,0,1,1,6.545454545454546,8203.333333333332,0.8635087719298244,0.0,820.0,1,2.7778204263944124,2.0854834579009385,doctorate_degree,Sacramento,white collar,"[100k, 150k]",[60k and less],"[40, 50]"
43,3531,00469029,1,1,1,3.0,44.0,72000,72000,1,0,0,0.0,0.0,1,0,0,1,1,9.454545454545455,0.0,0.0,0.0,1130.0,1,2.577414948341927,1.1500754902839916,doctorate_degree,Berkeley,white collar,"[60k, 100k]","[60k, 100k]","[40, 50]"
44,17204,00939623,0,0,0,0.0,31.0,45000,46000,0,1,0,0.0,0.0,0,1,0,1,2,8.727272727272728,0.0,0.0,0.0,3510.0,0,2.777933346166023,2.519860291191562,undergradute,San Francisco,unemployed,[60k and less],[60k and less],"[30, 40]"
45,17555,00943432,0,0,0,0.0,47.0,61000,235000,0,0,1,0.0,0.0,1,1,0,1,2,8.727272727272728,14813.703703703703,1.5593372319688108,0.0,1420.0,0,3.038483902282491,-1.2644291986706948,high_school,Oakland,blue collar,"[200k, 250k]","[60k, 100k]","[40, 50]"
46,22607,00989979,1,0,0,0.0,33.0,88000,88000,1,1,0,1.0,31.0,1,1,0,1,2,8.727272727272728,0.0,0.0,0.0,900.0,0,3.025504099382401,2.244306394526312,high_school,San Francisco,manager,"[60k, 100k]","[60k, 100k]","[30, 40]"
47,3290,00441974,1,0,0,2.0,30.0,57000,57000,0,0,0,1.0,3.0,0,0,0,1,1,9.454545454545455,0.0,0.0,0.0,950.0,1,2.4880947626184104,-0.21431856588928988,undergradute,Sacramento,blue collar,"[60k, 100k]","[60k, 100k]","[30, 40]"
48,20008,00967869,1,0,0,0.0,48.0,37000,104000,0,0,1,1.0,38.0,1,1,0,1,2,13.090909090909092,13016.296296296296,1.3701364522417154,0.0,2890.0,0,3.401997342231522,1.1786615413286023,undergradute,Sacramento,manager,"[100k, 150k]",[60k and less],"[40, 50]"
49,5387,00642698,0,0,0,0.0,22.0,59000,130000,0,0,1,0.0,0.0,0,1,0,1,4,2.181818181818182,16415.185185185182,1.727914230019493,0.0,3290.0,0,2.5841918828022803,2.5668010807146766,undergradute,San Francisco,manager,"[100k, 150k]","[60k, 100k]","[18, 30]"
50,5037,00612694,1,0,1,0.0,24.0,56000,280000,0,1,1,0.0,0.0,1,1,0,1,2,9.454545454545455,13731.85185185185,1.4454580896686158,0.0,1050.0,0,2.4002568408024665,1.3724420539972124,master_degree,Redwood,blue collar,250k,"[60k, 100k]","[18, 30]"
51,6203,00693562,0,0,0,0.0,56.0,16000,16000,0,1,1,1.0,29.0,1,0,1,1,2,4.363636363636364,17207.407407407405,1.81130604288499,22744.565217391308,1320.0,0,3.8184579384016426,1.963035669029078,master_degree,Sacramento,unemployed,[60k and less],[60k and less],"[50, 60]"
52,192,00014951,0,0,0,0.0,48.0,27000,67000,0,1,1,1.0,18.0,1,1,0,1,2,5.090909090909091,12658.518518518518,1.332475633528265,0.0,2030.0,0,3.1058708106443524,1.7451144554063287,master_degree,San Francisco,unemployed,"[60k, 100k]",[60k and less],"[40, 50]"
53,15261,00918324,1,0,0,0.0,44.0,95000,95000,0,0,0,0.0,0.0,0,1,1,1,3,7.2727272727272725,0.0,0.0,15603.260873478264,1790.0,0,2.445431614601474,0.03838446064806256,master_degree,Sacramento,manager,"[60k, 100k]","[60k, 100k]","[40, 50]"
54,4085,00525994,1,0,0,2.0,32.0,48000,110000,0,0,1,0.0,0.0,1,0,0,1,1,6.545454545454546,22045.925925925923,2.320623781676413,0.0,2890.0,1,2.678392960074663,-0.777105248806698,master_degree,Redwood,professional,"[100k, 150k]",[60k and less],"[30, 40]"
55,20786,00974957,1,0,0,0.0,33.0,33000,183000,0,0,1,0.0,0.0,1,0,0,1,1,8.0,20384.81481481481,2.145769980506822,0.0,1250.0,1,2.8302935445455164,-0.11231500662492044,undergradute,San Francisco,white collar,"[150k, 200k]",[60k and less],"[30, 40]"
56,21248,00978694,1,0,1,0.0,44.0,17000,100000,0,0,0,1.0,3.0,1,0,0,1,1,12.363636363636363,0.0,0.0,0.0,2370.0,1,2.573254085744639,2.5557624284559948,doctorate_degree,Berkeley,blue collar,"[100k, 150k]",[60k and less],"[40, 50]"
57,4917,00602541,0,0,0,0.0,44.0,57000,240000,0,0,1,0.0,0.0,1,0,0,1,1,8.0,21381.481481481478,2.250682261208577,0.0,2300.0,1,3.279694590752348,1.4960040911295538,college,Oakland,blue collar,"[200k, 250k]","[60k, 100k]","[40, 50]"
58,8088,00774415,1,1,1,4.0,65.0,108000,269000,0,1,0,0.0,0.0,0,1,1,1,3,8.727272727272728,0.0,0.0,18097.82609086957,2130.0,0,2.80768412575912,-0.5649021843597335,doctorate_degree,Berkeley,manager,250k,"[100k, 150k]","[60, 70]"
59,6185,00692556,1,0,0,0.0,72.0,32000,246000,0,0,1,0.0,0.0,0,0,1,1,2,13.090909090909092,20401.851851851847,2.14756335282651,16972.82608304348,1870.0,0,3.3790343587921536,1.3709670045519369,high_school,Sonoma,unemployed,"[200k, 250k]",[60k and less],70+
60,11259,00857223,0,1,0,1.0,35.0,51000,142000,0,1,0,0.0,0.0,0,1,0,1,2,9.454545454545455,0.0,0.0,0.0,610.0,0,3.3734562798507657,-1.456493656254752,high_school,Sonoma,manager,"[100k, 150k]","[60k, 100k]","[30, 40]"
61,6189,00692976,0,0,0,0.0,44.0,67000,200000,0,1,1,0.0,0.0,0,1,0,1,2,8.0,14668.888888888889,1.544093567251462,0.0,1890.0,0,3.248649048601226,1.5882395813131005,high_school,Redwood,manager,"[200k, 250k]","[60k, 100k]","[40, 50]"
62,8087,00774414,1,0,1,3.0,36.0,76000,169000,0,1,1,0.0,0.0,0,1,0,1,2,3.6363636363636362,17292.59259259259,1.8202729044834307,0.0,1720.0,0,2.3530078136429733,1.3608270997068597,undergradute,Sonoma,retired,"[150k, 200k]","[60k, 100k]","[30, 40]"
63,3082,00415016,1,0,0,0.0,68.0,49000,152000,0,0,1,0.0,0.0,0,0,0,1,1,4.363636363636364,22761.481481481478,2.3959454191033136,0.0,2910.0,1,3.33570140725797,-0.560078376705837,high_school,Sonoma,blue collar,"[150k, 200k]",[60k and less],"[60, 70]"
64,22989,00997087,0,0,0,0.0,87.0,79000,79000,0,0,0,0.0,0.0,1,0,0,1,1,14.545454545454545,0.0,0.0,0.0,2930.0,1,2.665614488225143,-0.2970758741076206,college,Sacramento,blue collar,"[60k, 100k]","[60k, 100k]",70+
65,19318,00960770,1,0,0,0.0,50.0,56000,176000,0,0,1,1.0,45.0,1,0,0,1,1,5.090909090909091,6124.814814814815,0.6447173489278752,0.0,1180.0,1,2.7636863631456605,1.460034242436703,undergradute,Redwood,retired,"[150k, 200k]","[60k, 100k]","[50, 60]"
66,8548,00790583,1,0,0,0.0,81.0,43000,43000,1,0,0,1.0,3.0,1,0,0,1,1,7.2727272727272725,0.0,0.0,0.0,3010.0,1,2.5042631770610915,-0.47515214021834606,college,Sacramento,white collar,[60k and less],[60k and less],70+
67,21254,00978755,1,0,0,1.0,68.0,66000,197000,0,0,0,1.0,39.0,0,0,0,1,1,8.0,0.0,0.0,0.0,2060.0,1,2.576763254993379,-0.5656999973990533,doctorate_degree,San Francisco,manager,"[150k, 200k]","[60k, 100k]","[60, 70]"
68,7742,00762756,0,1,0,5.0,61.0,54000,54000,0,0,0,0.0,0.0,0,1,0,1,2,7.2727272727272725,0.0,0.0,0.0,3600.0,0,2.6861634612655805,-0.39879059072924056,master_degree,San Francisco,unemployed,"[60k, 100k]","[60k, 100k]","[60, 70]"
69,7577,00756676,1,0,1,0.0,32.0,97000,149000,0,0,1,0.0,0.0,0,1,0,1,2,4.363636363636364,16628.148148148146,1.7503313840155943,0.0,1840.0,0,3.5891714318698553,0.27508349145755906,master_degree,Berkeley,manager,"[100k, 150k]","[60k, 100k]","[30, 40]"
70,5280,00634799,1,0,1,4.0,50.0,57000,57000,0,1,1,0.0,0.0,1,1,0,1,2,12.363636363636363,14719.999999999998,1.5494736842105261,0.0,2600.0,0,2.894225854698618,-0.1686094724401625,master_degree,Sonoma,blue collar,"[60k, 100k]","[60k, 100k]","[50, 60]"
71,16148,00928050,0,0,1,0.0,53.0,44000,86000,0,0,0,1.0,45.0,1,1,0,1,2,8.727272727272728,0.0,0.0,0.0,2390.0,0,2.95529127339626,1.665734936971187,high_school,Oakland,professional,"[60k, 100k]",[60k and less],"[50, 60]"
72,13193,00889083,1,1,0,4.0,46.0,71000,176000,0,0,0,1.0,20.0,0,0,0,1,1,10.181818181818182,0.0,0.0,0.0,3280.0,1,2.4683449902109293,0.6850287832376131,high_school,San Francisco,blue collar,"[150k, 200k]","[60k, 100k]","[40, 50]"
73,18904,00957186,1,0,0,0.0,64.0,33000,180000,0,1,0,1.0,19.0,0,1,0,1,4,0.0,0.0,0.0,0.0,3660.0,0,2.42082871816943,-1.1836145799459437,master_degree,Berkeley,white collar,"[150k, 200k]",[60k and less],"[60, 70]"
74,344,00025396,1,1,1,4.0,30.0,83000,199000,0,0,0,1.0,45.0,0,0,0,1,1,8.0,0.0,0.0,0.0,1270.0,1,2.9067556549234075,0.5350904242664963,undergradute,Sacramento,blue collar,"[150k, 200k]","[60k, 100k]","[30, 40]"
75,2207,00304705,1,0,0,1.0,42.0,55000,56000,0,0,0,0.0,0.0,0,1,0,0,3,2.181818181818182,0.0,0.0,0.0,0.0,0,2.704263580763182,-0.43682331904155614,high_school,Oakland,professional,"[60k, 100k]","[60k, 100k]","[40, 50]"
76,6040,00684347,1,0,0,1.0,57.0,65000,259000,0,0,0,0.0,0.0,0,0,0,1,3,8.727272727272728,0.0,0.0,0.0,1670.0,0,2.634420975360291,0.4759368786194571,doctorate_degree,San Francisco,professional,250k,"[60k, 100k]","[50, 60]"
77,6908,00728906,1,0,0,0.0,50.0,88000,88000,0,0,1,0.0,0.0,0,0,0,1,1,8.727272727272728,21960.740740740737,2.311656920077972,0.0,1170.0,1,2.7389340960140074,0.9160146207644029,high_school,Sacramento,manager,"[60k, 100k]","[60k, 100k]","[50, 60]"
78,17689,00944581,0,0,0,0.0,23.0,73000,260000,1,0,1,1.0,33.0,0,0,0,1,1,5.818181818181818,18766.296296296292,1.9753996101364517,0.0,1890.0,1,2.8489679497716667,0.014941727671532984,undergradute,San Francisco,manager,250k,"[60k, 100k]","[18, 30]"
79,10979,00851187,1,0,0,0.0,44.0,64000,104000,0,0,0,1.0,45.0,0,0,0,1,1,9.454545454545455,0.0,0.0,0.0,1540.0,1,3.0837122310547658,1.3450124413473894,doctorate_degree,San Francisco,unemployed,"[100k, 150k]","[60k, 100k]","[40, 50]"
80,17701,00944703,0,0,1,0.0,73.0,64000,142000,0,0,0,0.0,0.0,0,0,0,1,2,8.0,0.0,0.0,0.0,340.0,0,2.587458647059493,0.8908027226815707,doctorate_degree,San Francisco,manager,"[100k, 150k]","[60k, 100k]",70+
81,8726,00796142,0,0,0,0.0,39.0,73000,93000,0,0,1,0.0,0.0,0,1,1,1,3,0.0,21867.037037037033,2.3017933723196875,14820.652173913046,2620.0,0,3.4329851907711717,-0.20450666896435554,master_degree,Oakland,manager,"[60k, 100k]","[60k, 100k]","[30, 40]"
82,1983,00242806,1,0,0,0.0,63.0,99000,99000,0,1,0,1.0,26.0,0,0,1,1,2,4.363636363636364,0.0,0.0,26755.434786521742,2330.0,0,2.7969083038728675,1.8736621310426158,high_school,San Francisco,manager,"[60k, 100k]","[60k, 100k]","[60, 70]"
83,10400,00838097,1,0,0,0.0,54.0,51000,91000,0,0,1,1.0,29.0,0,0,1,1,2,5.090909090909091,15657.037037037036,1.6481091617933723,33945.652177826094,2820.0,0,2.7160609980495583,1.5283624223379522,doctorate_degree,Redwood,white collar,"[60k, 100k]","[60k, 100k]","[50, 60]"
84,7119,00737184,0,0,0,0.0,34.0,63000,235000,0,0,0,1.0,24.0,0,0,0,1,1,8.727272727272728,0.0,0.0,0.0,2530.0,1,2.539789401147946,-1.3989526741268021,high_school,San Francisco,blue collar,"[200k, 250k]","[60k, 100k]","[30, 40]"
85,2995,00406714,1,0,0,0.0,45.0,85000,113000,0,0,0,0.0,0.0,0,0,0,1,1,11.636363636363637,0.0,0.0,0.0,440.0,1,2.6226561510598665,0.5606751587487637,high_school,Sacramento,unemployed,"[100k, 150k]","[60k, 100k]","[40, 50]"
86,2035,00290028,1,0,0,0.0,60.0,10000,147000,0,0,0,0.0,0.0,1,0,0,1,1,9.454545454545455,0.0,0.0,0.0,2010.0,1,2.5592624318808253,0.25952962710913274,undergradute,San Francisco,blue collar,"[100k, 150k]",[60k and less],"[60, 70]"
87,21000,00977028,1,0,0,0.0,34.0,48000,160000,0,0,0,0.0,0.0,1,0,1,1,2,5.090909090909091,0.0,0.0,15407.608695652176,1050.0,0,2.968586141559009,1.1021500893418164,high_school,Sonoma,manager,"[150k, 200k]",[60k and less],"[30, 40]"
88,7203,00741191,1,0,0,0.0,53.0,44000,135000,0,1,0,0.0,0.0,0,1,0,1,4,10.181818181818182,0.0,0.0,0.0,3530.0,0,2.5988960293695214,-0.29401594631343453,undergradute,Redwood,manager,"[100k, 150k]",[60k and less],"[50, 60]"
89,22255,00986084,1,0,0,0.0,70.0,77000,221000,1,0,0,1.0,17.0,0,0,0,1,1,6.545454545454546,0.0,0.0,0.0,2210.0,1,2.7749680405531327,0.39724082503077524,undergradute,Sonoma,blue collar,"[200k, 250k]","[60k, 100k]",70+
90,10569,00841832,0,0,0,0.0,59.0,40000,62000,1,1,1,0.0,0.0,0,0,0,1,1,9.454545454545455,15571.85185185185,1.6391423001949317,0.0,2700.0,1,2.7862962699294345,-1.5255430840235316,high_school,Berkeley,blue collar,"[60k, 100k]",[60k and less],"[50, 60]"
91,8540,00790210,1,0,0,0.0,86.0,34000,149000,0,0,0,1.0,45.0,1,0,0,0,1,2.181818181818182,0.0,0.0,0.0,0.0,1,2.4693488119071274,2.3645542596879743,college,Oakland,manager,"[100k, 150k]",[60k and less],70+
92,6506,00710962,1,0,1,0.0,61.0,58000,58000,0,0,1,1.0,21.0,1,0,0,1,1,11.636363636363637,14012.962962962962,1.4750487329434696,0.0,3390.0,1,2.451995450384997,1.037919698471303,undergradute,Sacramento,unemployed,"[60k, 100k]","[60k, 100k]","[60, 70]"
93,10461,00839821,0,0,0,0.0,48.0,81000,81000,0,0,0,1.0,23.0,0,0,0,1,1,6.545454545454546,0.0,0.0,0.0,1310.0,1,3.464136470599699,1.2141018205100842,high_school,Berkeley,blue collar,"[60k, 100k]","[60k, 100k]","[40, 50]"
94,17778,00945610,0,0,0,0.0,21.0,38000,109000,0,0,1,0.0,0.0,0,0,0,1,5,11.636363636363637,13774.444444444443,1.449941520467836,0.0,2530.0,0,3.0735025533682214,0.7323884893007943,doctorate_degree,Oakland,manager,"[100k, 150k]",[60k and less],"[18, 30]"
95,6651,00717678,0,0,0,0.0,67.0,61000,112000,0,0,1,0.0,0.0,1,0,0,1,1,10.181818181818182,20981.111111111106,2.208538011695906,0.0,2000.0,1,2.582631454433867,-0.08731576028770849,high_school,Berkeley,manager,"[100k, 150k]","[60k, 100k]","[60, 70]"
